Verb,Tense,Pronoun,ConjugatedVerb
Finir,Futur,vous fin,irez
Finir,Futur,ils fin,iront
Finir,Futur antérieur,j'aurai fin,i
Finir,Futur antérieur,tu auras fin,i
Finir,Futur antérieur,il aura fin,i
Finir,Futur antérieur,nous aurons fin,i
Finir,Futur antérieur,vous aurez fin,i
Finir,Futur antérieur,ils auront fin,i
Finir,Futur proche,je vais fin,ir
Finir,Futur proche,tu vas fin,ir
Finir,Futur proche,il va fin,ir
Finir,Futur proche,nous allons fin,ir
Finir,Futur proche,vous allez fin,ir
Finir,Futur proche,ils vont fin,ir
Crier,Présent,je cri,e
Crier,Présent,tu cri,es
Crier,Présent,il cri,e
Crier,Présent,nous cri,ons
Crier,Présent,vous cri,ez
Crier,Présent,ils cri,ent
Crier,Passé composé,j'ai cri,é
Crier,Passé composé,tu as cri,é
Crier,Passé composé,il a cri,é
Crier,Passé composé,nous avons cri,é
Crier,Passé composé,vous avez cri,é
Crier,Passé composé,ils ont cri,é
Crier,Imparfait,je cri,ais
Crier,Imparfait,tu cri,ais
Crier,Imparfait,il cri,ait
Crier,Imparfait,nous cri,ions
Crier,Imparfait,vous cri,iez
Crier,Imparfait,ils cri,aient
Crier,Plus-que-parfait,j'avais cri,é
Crier,Plus-que-parfait,tu avais cri,é
Crier,Plus-que-parfait,il avait cri,é
Crier,Plus-que-parfait,nous avions cri,é
Crier,Plus-que-parfait,vous aviez cri,é
Crier,Plus-que-parfait,ils avaient cri,é
Crier,Passé simple,je cri,ai
Crier,Passé simple,tu cri,as
Crier,Passé simple,il cri,a
Crier,Passé simple,nous cri,âmes
Crier,Passé simple,vous cri,âtes
Crier,Passé simple,ils cri,èrent
Crier,Passé antérieur,j'eus cri,é
Crier,Passé antérieur,tu eus cri,é
Crier,Passé antérieur,il eut cri,é
Crier,Passé antérieur,nous eûmes cri,é
Crier,Passé antérieur,vous eûtes cri,é
Crier,Passé antérieur,ils eurent cri,é
Crier,Futur,je cri,erai
Crier,Futur,tu cri,eras
Crier,Futur,il cri,era
Crier,Futur,nous cri,erons
Crier,Futur,vous cri,erez
Crier,Futur,ils cri,eront
Crier,Futur antérieur,j'aurai cri,é
Crier,Futur antérieur,tu auras cri,é
Crier,Futur antérieur,il aura cri,é
Crier,Futur antérieur,nous aurons cri,é
Crier,Futur antérieur,vous aurez cri,é
Crier,Futur antérieur,ils auront cri,é
Crier,Futur proche,je vais cri,er
Crier,Futur proche,tu vas cri,er
Crier,Futur proche,il va cri,er
Crier,Futur proche,nous allons cri,er
Crier,Futur proche,vous allez cri,er
Crier,Futur proche,ils vont cri,er
Courir,Présent,je cour,s
Courir,Présent,tu cour,s
Courir,Présent,il cour,t
Courir,Présent,nous cour,ons
Courir,Présent,vous cour,ez
Courir,Présent,ils cour,ent
Courir,Passé composé,j'ai cour,u
Courir,Passé composé,tu as cour,u
Courir,Passé composé,il a cour,u
Courir,Passé composé,nous avons cour,u
Courir,Passé composé,vous avez cour,u
Courir,Passé composé,ils ont cour,u
Courir,Imparfait,je cour,ais
Courir,Imparfait,tu cour,ais
Courir,Imparfait,il cour,ait
Courir,Imparfait,nous cour,ions
Courir,Imparfait,vous cour,iez
Courir,Imparfait,ils cour,aient
Courir,Plus-que-parfait,j'avais cour,u
Courir,Plus-que-parfait,tu avais cour,u
Courir,Plus-que-parfait,il avait cour,u
Courir,Plus-que-parfait,nous avions cour,u
Courir,Plus-que-parfait,vous aviez cour,u
Courir,Plus-que-parfait,ils avaient cour,u
Courir,Passé simple,je cour,us
Courir,Passé simple,tu cour,us
Courir,Passé simple,il cour,ut
Courir,Passé simple,nous cour,ûmes
Courir,Passé simple,vous cour,ûtes
Courir,Passé simple,ils cour,urent
Courir,Passé antérieur,j'eus cour,u
Courir,Passé antérieur,tu eus cour,u
Courir,Passé antérieur,il eut cour,u
Courir,Passé antérieur,nous eûmes cour,u
Courir,Passé antérieur,vous eûtes cour,u
Courir,Passé antérieur,ils eurent cour,u
Courir,Futur,je cour,rai
Courir,Futur,tu cour,ras
Courir,Futur,il cour,ra
Courir,Futur,nous cour,rons
Courir,Futur,vous cour,rez
Courir,Futur,ils cour,ront
Courir,Futur antérieur,j'aurai cour,u
Courir,Futur antérieur,tu auras cour,u
Courir,Futur antérieur,il aura cour,u
Courir,Futur antérieur,nous aurons cour,u
Courir,Futur antérieur,vous aurez cour,u
Courir,Futur antérieur,ils auront cour,u
Courir,Futur proche,je vais cour,ir
Courir,Futur proche,tu vas cour,ir
Courir,Futur proche,il va cour,ir
Courir,Futur proche,nous allons cour,ir
Courir,Futur proche,vous allez cour,ir
Courir,Futur proche,ils vont cour,ir
Permettre,Présent,je perm,ets
Permettre,Présent,tu perm,ets
Permettre,Présent,il perm,et
Permettre,Présent,nous perm,ettons
Permettre,Présent,vous perm,ettez
Permettre,Présent,ils perm,ettent
Permettre,Passé composé,j'ai perm,is
Permettre,Passé composé,tu as perm,is
Permettre,Passé composé,il a perm,is
Permettre,Passé composé,nous avons perm,is
Permettre,Passé composé,vous avez perm,is
Permettre,Passé composé,ils ont perm,is
Permettre,Imparfait,je perm,ettais
Permettre,Imparfait,tu perm,ettais
Permettre,Imparfait,il perm,ettait
Permettre,Imparfait,nous perm,ettions
Permettre,Imparfait,vous perm,ettiez
Permettre,Imparfait,ils perm,ettaient
Permettre,Plus-que-parfait,j'avais perm,is
Permettre,Plus-que-parfait,tu avais perm,is
Permettre,Plus-que-parfait,il avait perm,is
Permettre,Plus-que-parfait,nous avions perm,is
Permettre,Plus-que-parfait,vous aviez perm,is
Permettre,Plus-que-parfait,ils avaient perm,is
Permettre,Passé simple,je perm,is
Permettre,Passé simple,tu perm,is
Permettre,Passé simple,il perm,it
Permettre,Passé simple,nous perm,îmes
Permettre,Passé simple,vous perm,îtes
Permettre,Passé simple,ils perm,irent
Permettre,Passé antérieur,j'eus perm,is
Permettre,Passé antérieur,tu eus perm,is
Permettre,Passé antérieur,il eut perm,is
Permettre,Passé antérieur,nous eûmes perm,is
Permettre,Passé antérieur,vous eûtes perm,is
Permettre,Passé antérieur,ils eurent perm,is
Permettre,Futur,je perm,ettrai
Permettre,Futur,tu perm,ettras
Permettre,Futur,il perm,ettra
Permettre,Futur,nous perm,ettrons
Permettre,Futur,vous perm,ettrez
Permettre,Futur,ils perm,ettront
Permettre,Futur antérieur,j'aurai perm,is
Permettre,Futur antérieur,tu auras perm,is
Permettre,Futur antérieur,il aura perm,is
Permettre,Futur antérieur,nous aurons perm,is
Permettre,Futur antérieur,vous aurez perm,is
Permettre,Futur antérieur,ils auront perm,is
Permettre,Futur proche,je vais perm,ettre
Permettre,Futur proche,tu vas perm,ettre
Permettre,Futur proche,il va perm,ettre
Permettre,Futur proche,nous allons perm,ettre
Permettre,Futur proche,vous allez perm,ettre
Permettre,Futur proche,ils vont perm,ettre
Songer,Présent,je son,ge
Songer,Présent,tu son,ges
Songer,Présent,il son,ge
Songer,Présent,nous son,geons
Songer,Présent,vous son,gez
Songer,Présent,ils son,gent
Songer,Passé composé,j'ai son,gé
Songer,Passé composé,tu as son,gé
Songer,Passé composé,il a son,gé
Songer,Passé composé,nous avons son,gé
Songer,Passé composé,vous avez son,gé
Songer,Passé composé,ils ont son,gé
Songer,Imparfait,je son,geais
Songer,Imparfait,tu son,geais
Songer,Imparfait,il son,geait
Songer,Imparfait,nous son,gions
Songer,Imparfait,vous son,giez
Songer,Imparfait,ils son,geaient
Songer,Plus-que-parfait,j'avais son,gé
Songer,Plus-que-parfait,tu avais son,gé
Songer,Plus-que-parfait,il avait son,gé
Songer,Plus-que-parfait,nous avions son,gé
Songer,Plus-que-parfait,vous aviez son,gé
Songer,Plus-que-parfait,ils avaient son,gé
Songer,Passé simple,je son,geai
Songer,Passé simple,tu son,geas
Songer,Passé simple,il son,gea
Songer,Passé simple,nous son,geâmes
Songer,Passé simple,vous son,geâtes
Songer,Passé simple,ils son,gèrent
Songer,Passé antérieur,j'eus son,gé
Songer,Passé antérieur,tu eus son,gé
Songer,Passé antérieur,il eut son,gé
Songer,Passé antérieur,nous eûmes son,gé
Songer,Passé antérieur,vous eûtes son,gé
Songer,Passé antérieur,ils eurent son,gé
Songer,Futur,je son,gerai
Songer,Futur,tu son,geras
Songer,Futur,il son,gera
Songer,Futur,nous son,gerons
Songer,Futur,vous son,gerez
Songer,Futur,ils son,geront
Songer,Futur antérieur,j'aurai son,gé
Songer,Futur antérieur,tu auras son,gé
Songer,Futur antérieur,il aura son,gé
Songer,Futur antérieur,nous aurons son,gé
Songer,Futur antérieur,vous aurez son,gé
Songer,Futur antérieur,ils auront son,gé
Songer,Futur proche,je vais son,ger
Songer,Futur proche,tu vas son,ger
Songer,Futur proche,il va son,ger
Songer,Futur proche,nous allons son,ger
Songer,Futur proche,vous allez son,ger
Songer,Futur proche,ils vont son,ger
Offrir,Présent,j'off,re
Offrir,Présent,tu off,res
Offrir,Présent,il off,re
Offrir,Présent,nous off,rons
Offrir,Présent,vous off,rez
Offrir,Présent,ils off,rent
Offrir,Passé composé,j'ai off,ert
Offrir,Passé composé,tu as off,ert
Offrir,Passé composé,il a off,ert
Offrir,Passé composé,nous avons off,ert
Offrir,Passé composé,vous avez off,ert
Offrir,Passé composé,ils ont off,ert
Offrir,Imparfait,j'off,rais
Offrir,Imparfait,tu off,rais
Offrir,Imparfait,il off,rait
Offrir,Imparfait,nous off,rions
Offrir,Imparfait,vous off,riez
Offrir,Imparfait,ils off,raient
Offrir,Plus-que-parfait,j'avais off,ert
Offrir,Plus-que-parfait,tu avais off,ert
Offrir,Plus-que-parfait,il avait off,ert
Offrir,Plus-que-parfait,nous avions off,ert
Offrir,Plus-que-parfait,vous aviez off,ert
Offrir,Plus-que-parfait,ils avaient off,ert
Offrir,Passé simple,j'off,ris
Offrir,Passé simple,tu off,ris
Offrir,Passé simple,il off,rit
Offrir,Passé simple,nous off,rîmes
Offrir,Passé simple,vous off,rîtes
Offrir,Passé simple,ils off,rirent
Offrir,Passé antérieur,j'eus off,ert
Offrir,Passé antérieur,tu eus off,ert
Offrir,Passé antérieur,il eut off,ert
Offrir,Passé antérieur,nous eûmes off,ert
Offrir,Passé antérieur,vous eûtes off,ert
Offrir,Passé antérieur,ils eurent off,ert
Offrir,Futur,j'off,rirai
Offrir,Futur,tu off,riras
Offrir,Futur,il off,rira
Offrir,Futur,nous off,rirons
Offrir,Futur,vous off,rirez
Offrir,Futur,ils off,riront
Offrir,Futur antérieur,j'aurai off,ert
Offrir,Futur antérieur,tu auras off,ert
Offrir,Futur antérieur,il aura off,ert
Offrir,Futur antérieur,nous aurons off,ert
Offrir,Futur antérieur,vous aurez off,ert
Offrir,Futur antérieur,ils auront off,ert
Offrir,Futur proche,je vais off,rir
Offrir,Futur proche,tu vas off,rir
Offrir,Futur proche,il va off,rir
Offrir,Futur proche,nous allons off,rir
Offrir,Futur proche,vous allez off,rir
Offrir,Futur proche,ils vont off,rir
Présenter,Présent,je présent,e
Présenter,Présent,tu présent,es
Présenter,Présent,il présent,e
Présenter,Présent,nous présent,ons
Présenter,Présent,vous présent,ez
Présenter,Présent,ils présent,ent
Présenter,Passé composé,j'ai présent,é
Présenter,Passé composé,tu as présent,é
Présenter,Passé composé,il a présent,é
Présenter,Passé composé,nous avons présent,é
Présenter,Passé composé,vous avez présent,é
Présenter,Passé composé,ils ont présent,é
Présenter,Imparfait,je présent,ais
Présenter,Imparfait,tu présent,ais
Présenter,Imparfait,il présent,ait
Présenter,Imparfait,nous présent,ions
Présenter,Imparfait,vous présent,iez
Présenter,Imparfait,ils présent,aient
Présenter,Plus-que-parfait,j'avais présent,é
Présenter,Plus-que-parfait,tu avais présent,é
Présenter,Plus-que-parfait,il avait présent,é
Présenter,Plus-que-parfait,nous avions présent,é
Présenter,Plus-que-parfait,vous aviez présent,é
Présenter,Plus-que-parfait,ils avaient présent,é
Présenter,Passé simple,je présent,ai
Présenter,Passé simple,tu présent,as
Présenter,Passé simple,il présent,a
Présenter,Passé simple,nous présent,âmes
Présenter,Passé simple,vous présent,âtes
Présenter,Passé simple,ils présent,èrent
Présenter,Passé antérieur,j'eus présent,é
Présenter,Passé antérieur,tu eus présent,é
Présenter,Passé antérieur,il eut présent,é
Présenter,Passé antérieur,nous eûmes présent,é
Présenter,Passé antérieur,vous eûtes présent,é
Présenter,Passé antérieur,ils eurent présent,é
Présenter,Futur,je présent,erai
Présenter,Futur,tu présent,eras
Présenter,Futur,il présent,era
Présenter,Futur,nous présent,erons
Présenter,Futur,vous présent,erez
Présenter,Futur,ils présent,eront
Présenter,Futur antérieur,j'aurai présent,é
Présenter,Futur antérieur,tu auras présent,é
Présenter,Futur antérieur,il aura présent,é
Présenter,Futur antérieur,nous aurons présent,é
Présenter,Futur antérieur,vous aurez présent,é
Présenter,Futur antérieur,ils auront présent,é
Présenter,Futur proche,je vais présent,er
Présenter,Futur proche,tu vas présent,er
Présenter,Futur proche,il va présent,er
Présenter,Futur proche,nous allons présent,er
Présenter,Futur proche,vous allez présent,er
Présenter,Futur proche,ils vont présent,er
Apprendre,Présent,j'appr,ends
Apprendre,Présent,tu appr,ends
Apprendre,Présent,il appr,end
Apprendre,Présent,nous appr,enons
Apprendre,Présent,vous appr,enez
Apprendre,Présent,ils appr,ennent
Apprendre,Passé composé,j'ai appr,is
Apprendre,Passé composé,tu as appr,is
Apprendre,Passé composé,il a appr,is
Apprendre,Passé composé,nous avons appr,is
Apprendre,Passé composé,vous avez appr,is
Apprendre,Passé composé,ils ont appr,is
Apprendre,Imparfait,j'appr,enais
Apprendre,Imparfait,tu appr,enais
Apprendre,Imparfait,il appr,enait
Apprendre,Imparfait,nous appr,enions
Apprendre,Imparfait,vous appr,eniez
Apprendre,Imparfait,ils appr,enaient
Apprendre,Plus-que-parfait,j'avais appr,is
Apprendre,Plus-que-parfait,tu avais appr,is
Apprendre,Plus-que-parfait,il avait appr,is
Apprendre,Plus-que-parfait,nous avions appr,is
Apprendre,Plus-que-parfait,vous aviez appr,is
Apprendre,Plus-que-parfait,ils avaient appr,is
Apprendre,Passé simple,j'appr,is
Apprendre,Passé simple,tu appr,is
Apprendre,Passé simple,il appr,it
Apprendre,Passé simple,nous appr,îmes
Apprendre,Passé simple,vous appr,îtes
Apprendre,Passé simple,ils appr,irent
Apprendre,Passé antérieur,j'eus appr,is
Apprendre,Passé antérieur,tu eus appr,is
Apprendre,Passé antérieur,il eut appr,is
Apprendre,Passé antérieur,nous eûmes appr,is
Apprendre,Passé antérieur,vous eûtes appr,is
Apprendre,Passé antérieur,ils eurent appr,is
Apprendre,Futur,j'appr,endrai
Apprendre,Futur,tu appr,endras
Apprendre,Futur,il appr,endra
Apprendre,Futur,nous appr,endrons
Apprendre,Futur,vous appr,endrez
Apprendre,Futur,ils appr,endront
Apprendre,Futur antérieur,j'aurai appr,is
Apprendre,Futur antérieur,tu auras appr,is
Apprendre,Futur antérieur,il aura appr,is
Apprendre,Futur antérieur,nous aurons appr,is
Apprendre,Futur antérieur,vous aurez appr,is
Apprendre,Futur antérieur,ils auront appr,is
Apprendre,Futur proche,je vais appr,endre
Apprendre,Futur proche,tu vas appr,endre
Apprendre,Futur proche,il va appr,endre
Apprendre,Futur proche,nous allons appr,endre
Apprendre,Futur proche,vous allez appr,endre
Apprendre,Futur proche,ils vont appr,endre
Souffrir,Présent,je souff,re
Souffrir,Présent,tu souff,res
Souffrir,Présent,il souff,re
Souffrir,Présent,nous souff,rons
Souffrir,Présent,vous souff,rez
Souffrir,Présent,ils souff,rent
Souffrir,Passé composé,j'ai souff,ert
Souffrir,Passé composé,tu as souff,ert
Souffrir,Passé composé,il a souff,ert
Souffrir,Passé composé,nous avons souff,ert
Souffrir,Passé composé,vous avez souff,ert
Souffrir,Passé composé,ils ont souff,ert
Souffrir,Imparfait,je souff,rais
Souffrir,Imparfait,tu souff,rais
Souffrir,Imparfait,il souff,rait
Souffrir,Imparfait,nous souff,rions
Souffrir,Imparfait,vous souff,riez
Souffrir,Imparfait,ils souff,raient
Souffrir,Plus-que-parfait,j'avais souff,ert
Souffrir,Plus-que-parfait,tu avais souff,ert
Souffrir,Plus-que-parfait,il avait souff,ert
Souffrir,Plus-que-parfait,nous avions souff,ert
Souffrir,Plus-que-parfait,vous aviez souff,ert
Souffrir,Plus-que-parfait,ils avaient souff,ert
Souffrir,Passé simple,je souff,ris
Souffrir,Passé simple,tu souff,ris
Souffrir,Passé simple,il souff,rit
Souffrir,Passé simple,nous souff,rîmes
Souffrir,Passé simple,vous souff,rîtes
Souffrir,Passé simple,ils souff,rirent
Souffrir,Passé antérieur,j'eus souff,ert
Souffrir,Passé antérieur,tu eus souff,ert
Souffrir,Passé antérieur,il eut souff,ert
Souffrir,Passé antérieur,nous eûmes souff,ert
Souffrir,Passé antérieur,vous eûtes souff,ert
Souffrir,Passé antérieur,ils eurent souff,ert
Souffrir,Futur,je souff,rirai
Souffrir,Futur,tu souff,riras
Souffrir,Futur,il souff,rira
Souffrir,Futur,nous souff,rirons
Souffrir,Futur,vous souff,rirez
Souffrir,Futur,ils souff,riront
Souffrir,Futur antérieur,j'aurai souff,ert
Souffrir,Futur antérieur,tu auras souff,ert
Souffrir,Futur antérieur,il aura souff,ert
Souffrir,Futur antérieur,nous aurons souff,ert
Souffrir,Futur antérieur,vous aurez souff,ert
Souffrir,Futur antérieur,ils auront souff,ert
Souffrir,Futur proche,je vais souff,rir
Souffrir,Futur proche,tu vas souff,rir
Souffrir,Futur proche,il va souff,rir
Souffrir,Futur proche,nous allons souff,rir
Souffrir,Futur proche,vous allez souff,rir
Souffrir,Futur proche,ils vont souff,rir
Exister,Présent,j'exist,e
Exister,Présent,tu exist,es
Exister,Présent,il exist,e
Exister,Présent,nous exist,ons
Exister,Présent,vous exist,ez
Exister,Présent,ils exist,ent
Exister,Passé composé,j'ai exist,é
Exister,Passé composé,tu as exist,é
Exister,Passé composé,il a exist,é
Exister,Passé composé,nous avons exist,é
Exister,Passé composé,vous avez exist,é
Exister,Passé composé,ils ont exist,é
Exister,Imparfait,j'exist,ais
Exister,Imparfait,tu exist,ais
Exister,Imparfait,il exist,ait
Exister,Imparfait,nous exist,ions
Exister,Imparfait,vous exist,iez
Exister,Imparfait,ils exist,aient
Exister,Plus-que-parfait,j'avais exist,é
Exister,Plus-que-parfait,tu avais exist,é
Exister,Plus-que-parfait,il avait exist,é
Exister,Plus-que-parfait,nous avions exist,é
Exister,Plus-que-parfait,vous aviez exist,é
Exister,Plus-que-parfait,ils avaient exist,é
Exister,Passé simple,j'exist,ai
Exister,Passé simple,tu exist,as
Exister,Passé simple,il exist,a
Exister,Passé simple,nous exist,âmes
Exister,Passé simple,vous exist,âtes
Exister,Passé simple,ils exist,èrent
Exister,Passé antérieur,j'eus exist,é
Exister,Passé antérieur,tu eus exist,é
Exister,Passé antérieur,il eut exist,é
Exister,Passé antérieur,nous eûmes exist,é
Exister,Passé antérieur,vous eûtes exist,é
Exister,Passé antérieur,ils eurent exist,é
Exister,Futur,j'exist,erai
Exister,Futur,tu exist,eras
Exister,Futur,il exist,era
Exister,Futur,nous exist,erons
Exister,Futur,vous exist,erez
Exister,Futur,ils exist,eront
Exister,Futur antérieur,j'aurai exist,é
Exister,Futur antérieur,tu auras exist,é
Exister,Futur antérieur,il aura exist,é
Exister,Futur antérieur,nous aurons exist,é
Exister,Futur antérieur,vous aurez exist,é
Exister,Futur antérieur,ils auront exist,é
Exister,Futur proche,je vais exist,er
Exister,Futur proche,tu vas exist,er
Exister,Futur proche,il va exist,er
Exister,Futur proche,nous allons exist,er
Exister,Futur proche,vous allez exist,er
Exister,Futur proche,ils vont exist,er
Envoyer,Présent,j'env,oie
Envoyer,Présent,tu env,oies
Envoyer,Présent,il env,oie
Envoyer,Présent,nous env,oyons
Envoyer,Présent,vous env,oyez
Envoyer,Présent,ils env,oient
Envoyer,Passé composé,j'ai env,oyé
Envoyer,Passé composé,tu as env,oyé
Envoyer,Passé composé,il a env,oyé
Envoyer,Passé composé,nous avons env,oyé
Envoyer,Passé composé,vous avez env,oyé
Envoyer,Passé composé,ils ont env,oyé
Envoyer,Imparfait,j'env,oyais
Envoyer,Imparfait,tu env,oyais
Envoyer,Imparfait,il env,oyait
Envoyer,Imparfait,nous env,oyions
Envoyer,Imparfait,vous env,oyiez
Envoyer,Imparfait,ils env,oyaient
Envoyer,Plus-que-parfait,j'avais env,oyé
Envoyer,Plus-que-parfait,tu avais env,oyé
Envoyer,Plus-que-parfait,il avait env,oyé
Envoyer,Plus-que-parfait,nous avions env,oyé
Envoyer,Plus-que-parfait,vous aviez env,oyé
Envoyer,Plus-que-parfait,ils avaient env,oyé
Envoyer,Passé simple,j'env,oyai
Envoyer,Passé simple,tu env,oyas
Envoyer,Passé simple,il env,oya
Envoyer,Passé simple,nous env,oyâmes
Envoyer,Passé simple,vous env,oyâtes
Envoyer,Passé simple,ils env,oyèrent
Envoyer,Passé antérieur,j'eus env,oyé
Envoyer,Passé antérieur,tu eus env,oyé
Envoyer,Passé antérieur,il eut env,oyé
Envoyer,Passé antérieur,nous eûmes env,oyé
Envoyer,Passé antérieur,vous eûtes env,oyé
Envoyer,Passé antérieur,ils eurent env,oyé
Envoyer,Futur,j'env,errai
Envoyer,Futur,tu env,erras
Envoyer,Futur,il env,erra
Envoyer,Futur,nous env,errons
Envoyer,Futur,vous env,errez
Envoyer,Futur,ils env,erront
Envoyer,Futur antérieur,j'aurai env,oyé
Envoyer,Futur antérieur,tu auras env,oyé
Envoyer,Futur antérieur,il aura env,oyé
Envoyer,Futur antérieur,nous aurons env,oyé
Envoyer,Futur antérieur,vous aurez env,oyé
Envoyer,Futur antérieur,ils auront env,oyé
Envoyer,Futur proche,je vais env,oyer
Envoyer,Futur proche,tu vas env,oyer
Envoyer,Futur proche,il va env,oyer
Envoyer,Futur proche,nous allons env,oyer
Envoyer,Futur proche,vous allez env,oyer
Envoyer,Futur proche,ils vont env,oyer
Expliquer,Présent,j'expliqu,e
Expliquer,Présent,tu expliqu,es
Expliquer,Présent,il expliqu,e
Expliquer,Présent,nous expliqu,ons
Expliquer,Présent,vous expliqu,ez
Expliquer,Présent,ils expliqu,ent
Expliquer,Passé composé,j'ai expliqu,é
Expliquer,Passé composé,tu as expliqu,é
Expliquer,Passé composé,il a expliqu,é
Expliquer,Passé composé,nous avons expliqu,é
Expliquer,Passé composé,vous avez expliqu,é
Expliquer,Passé composé,ils ont expliqu,é
Expliquer,Imparfait,j'expliqu,ais
Expliquer,Imparfait,tu expliqu,ais
Expliquer,Imparfait,il expliqu,ait
Expliquer,Imparfait,nous expliqu,ions
Expliquer,Imparfait,vous expliqu,iez
Expliquer,Imparfait,ils expliqu,aient
Expliquer,Plus-que-parfait,j'avais expliqu,é
Expliquer,Plus-que-parfait,tu avais expliqu,é
Expliquer,Plus-que-parfait,il avait expliqu,é
Expliquer,Plus-que-parfait,nous avions expliqu,é
Expliquer,Plus-que-parfait,vous aviez expliqu,é
Expliquer,Plus-que-parfait,ils avaient expliqu,é
Expliquer,Passé simple,j'expliqu,ai
Expliquer,Passé simple,tu expliqu,as
Expliquer,Passé simple,il expliqu,a
Expliquer,Passé simple,nous expliqu,âmes
Expliquer,Passé simple,vous expliqu,âtes
Expliquer,Passé simple,ils expliqu,èrent
Expliquer,Passé antérieur,j'eus expliqu,é
Expliquer,Passé antérieur,tu eus expliqu,é
Expliquer,Passé antérieur,il eut expliqu,é
Expliquer,Passé antérieur,nous eûmes expliqu,é
Expliquer,Passé antérieur,vous eûtes expliqu,é
Expliquer,Passé antérieur,ils eurent expliqu,é
Expliquer,Futur,j'expliqu,erai
Expliquer,Futur,tu expliqu,eras
Expliquer,Futur,il expliqu,era
Expliquer,Futur,nous expliqu,erons
Expliquer,Futur,vous expliqu,erez
Expliquer,Futur,ils expliqu,eront
Expliquer,Futur antérieur,j'aurai expliqu,é
Expliquer,Futur antérieur,tu auras expliqu,é
Expliquer,Futur antérieur,il aura expliqu,é
Expliquer,Futur antérieur,nous aurons expliqu,é
Expliquer,Futur antérieur,vous aurez expliqu,é
Expliquer,Futur antérieur,ils auront expliqu,é
Expliquer,Futur proche,je vais expliqu,er
Expliquer,Futur proche,tu vas expliqu,er
Expliquer,Futur proche,il va expliqu,er
Expliquer,Futur proche,nous allons expliqu,er
Expliquer,Futur proche,vous allez expliqu,er
Expliquer,Futur proche,ils vont expliqu,er
Manger,Présent,je man,ge
Manger,Présent,tu man,ges
Manger,Présent,il man,ge
Manger,Présent,nous man,geons
Manger,Présent,vous man,gez
Manger,Présent,ils man,gent
Manger,Passé composé,j'ai man,gé
Manger,Passé composé,tu as man,gé
Manger,Passé composé,il a man,gé
Manger,Passé composé,nous avons man,gé
Manger,Passé composé,vous avez man,gé
Manger,Passé composé,ils ont man,gé
Manger,Imparfait,je man,geais
Manger,Imparfait,tu man,geais
Manger,Imparfait,il man,geait
Manger,Imparfait,nous man,gions
Manger,Imparfait,vous man,giez
Manger,Imparfait,ils man,geaient
Manger,Plus-que-parfait,j'avais man,gé
Manger,Plus-que-parfait,tu avais man,gé
Manger,Plus-que-parfait,il avait man,gé
Manger,Plus-que-parfait,nous avions man,gé
Manger,Plus-que-parfait,vous aviez man,gé
Manger,Plus-que-parfait,ils avaient man,gé
Manger,Passé simple,je man,geai
Manger,Passé simple,tu man,geas
Manger,Passé simple,il man,gea
Manger,Passé simple,nous man,geâmes
Manger,Passé simple,vous man,geâtes
Manger,Passé simple,ils man,gèrent
Manger,Passé antérieur,j'eus man,gé
Manger,Passé antérieur,tu eus man,gé
Manger,Passé antérieur,il eut man,gé
Manger,Passé antérieur,nous eûmes man,gé
Manger,Passé antérieur,vous eûtes man,gé
Manger,Passé antérieur,ils eurent man,gé
Manger,Futur,je man,gerai
Manger,Futur,tu man,geras
Manger,Futur,il man,gera
Manger,Futur,nous man,gerons
Manger,Futur,vous man,gerez
Manger,Futur,ils man,geront
Manger,Futur antérieur,j'aurai man,gé
Manger,Futur antérieur,tu auras man,gé
Manger,Futur antérieur,il aura man,gé
Manger,Futur antérieur,nous aurons man,gé
Manger,Futur antérieur,vous aurez man,gé
Manger,Futur antérieur,ils auront man,gé
Manger,Futur proche,je vais man,ger
Manger,Futur proche,tu vas man,ger
Manger,Futur proche,il va man,ger
Manger,Futur proche,nous allons man,ger
Manger,Futur proche,vous allez man,ger
Manger,Futur proche,ils vont man,ger
Valoir,Présent,je va,ux
Valoir,Présent,tu va,ux
Valoir,Présent,il va,ut
Valoir,Présent,nous va,lons
Valoir,Présent,vous va,lez
Valoir,Présent,ils va,lent
Valoir,Passé composé,j'ai va,lu
Valoir,Passé composé,tu as va,lu
Valoir,Passé composé,il a va,lu
Valoir,Passé composé,nous avons va,lu
Valoir,Passé composé,vous avez va,lu
Valoir,Passé composé,ils ont va,lu
Valoir,Imparfait,je va,lais
Valoir,Imparfait,tu va,lais
Valoir,Imparfait,il va,lait
Valoir,Imparfait,nous va,lions
Valoir,Imparfait,vous va,liez
Valoir,Imparfait,ils va,laient
Valoir,Plus-que-parfait,j'avais va,lu
Valoir,Plus-que-parfait,tu avais va,lu
Valoir,Plus-que-parfait,il avait va,lu
Valoir,Plus-que-parfait,nous avions va,lu
Valoir,Plus-que-parfait,vous aviez va,lu
Valoir,Plus-que-parfait,ils avaient va,lu
Valoir,Passé simple,je va,lus
Valoir,Passé simple,tu va,lus
Valoir,Passé simple,il va,lut
Valoir,Passé simple,nous va,lûmes
Valoir,Passé simple,vous va,lûtes
Valoir,Passé simple,ils va,lurent
Valoir,Passé antérieur,j'eus va,lu
Valoir,Passé antérieur,tu eus va,lu
Valoir,Passé antérieur,il eut va,lu
Valoir,Passé antérieur,nous eûmes va,lu
Valoir,Passé antérieur,vous eûtes va,lu
